id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count,textblob_polarity,textblob_subjectivity,textblob_sentiment,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment,ml_sentiment,ml_confidence,ensemble_sentiment
tweet_1172,Olympics 2024 is ordinary RT @user:,neutral,Olympics 2024,2025-08-17 20:24:52,user_74,77,441,6092,olympics 2024 is ordinary,olympics 2024 ordinary,olympics ordinary,35,25,17,2,-0.25,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8361504664446398,neutral
tweet_1173,incredible quality Microsoft! thoughts?,positive,Microsoft,2025-08-29 14:47:02,user_262,40,486,3762,incredible quality microsoft! thoughts?,incredible quality microsoft ! thoughts ?,incredible quality microsoft thought,39,39,36,4,0.9,0.9,positive,0.0,0.0,0.0,1.0,neutral,positive,0.8352548690354412,positive
tweet_1174,Apple is it's okay omg,neutral,Apple,2025-08-10 09:09:02,user_74,85,394,9366,apple is it is okay omg,apple okay omg,apple okay omg,22,23,14,3,0.5,0.5,positive,0.2263,0.487,0.0,0.513,positive,neutral,0.7960937681708458,positive
tweet_1175,Climate Change is nothing special 👎,neutral,Climate Change,2025-08-17 05:48:16,user_265,84,304,6355,climate change is nothing special,climate change nothing special,climate change nothing special,35,33,30,4,0.35714285714285715,0.5714285714285714,positive,-0.3089,0.0,0.429,0.571,negative,neutral,0.8009918223886577,neutral
tweet_1176,brilliant ChatGPT! #trending,positive,ChatGPT,2025-08-09 02:53:01,user_372,65,58,637,brilliant chatgpt! trending,brilliant chatgpt ! trending,brilliant chatgpt trending,28,27,26,3,0.9,1.0,positive,0.5859,0.655,0.0,0.345,positive,positive,0.8431768380333251,positive
tweet_1177,Climate Change is a frustrating experience 🔥,negative,Climate Change,2025-08-22 15:54:01,user_48,26,282,9836,climate change is a frustrating experience,climate change frustrating experience,climate change frustrating experience,44,42,37,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.874679504272308,negative
tweet_1178,highly recommend Tesla Model 3! omg,positive,Tesla Model 3,2025-08-24 07:15:55,user_421,48,4,403,highly recommend tesla model 3! omg,highly recommend tesla model 3 ! omg,highly recommend tesla model omg,35,35,32,5,0.16,0.54,positive,0.4201,0.411,0.0,0.589,positive,positive,0.8611020828794369,positive
tweet_1179,Netflix is a horrible 💯,negative,Netflix,2025-08-18 23:08:41,user_70,65,37,878,netflix is a horrible,netflix horrible,netflix horrible,23,21,16,2,-1.0,1.0,negative,-0.5423,0.0,0.778,0.222,negative,negative,0.8658968711458457,negative
tweet_1180,Amazon is acceptable @mention,neutral,Amazon,2025-08-09 19:39:07,user_79,80,185,7880,amazon is acceptable,amazon acceptable,amazon acceptable,29,20,17,2,0.0,0.0,neutral,0.4588,1.0,0.0,0.0,positive,neutral,0.8810008952729249,neutral
tweet_1181,brilliant Microsoft! 🔥,positive,Microsoft,2025-08-22 01:14:47,user_95,2,215,2682,brilliant microsoft!,brilliant microsoft !,brilliant microsoft,22,20,19,2,0.9,1.0,positive,0.5859,0.792,0.0,0.208,positive,positive,0.8382774987021122,positive
tweet_1182,Amazon is could be better #hate,neutral,Amazon,2025-08-21 15:21:23,user_307,2,333,6550,amazon is could be better hate,amazon could better hate,amazon could better hate,31,30,24,4,-0.15000000000000002,0.7,negative,-0.0258,0.495,0.398,0.108,neutral,neutral,0.7914004388230228,neutral
tweet_1183,Tesla Model 3 is a useless @mention,negative,Tesla Model 3,2025-08-24 16:07:14,user_2,45,434,4406,tesla model 3 is a useless,tesla model 3 useless,tesla model useless,35,26,19,3,-0.5,0.2,negative,-0.4215,0.0,0.583,0.417,negative,negative,0.8329633082973861,negative
tweet_1184,iPhone 15 is a terrible quality 💯,negative,iPhone 15,2025-08-16 08:10:11,user_495,9,202,1550,iphone 15 is a terrible quality,iphone 15 terrible quality,iphone terrible quality,33,31,23,3,-1.0,1.0,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8196075865746151,negative
tweet_1185,excellent service Apple! 👎,positive,Apple,2025-08-10 10:56:16,user_95,97,265,3881,excellent service apple!,excellent service apple !,excellent service apple,26,24,23,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8766052831893631,positive
tweet_1186,brilliant Tesla Model 3! @mention,positive,Tesla Model 3,2025-08-02 20:48:20,user_184,95,395,1133,brilliant tesla model 3!,brilliant tesla model 3 !,brilliant tesla model,33,24,21,3,0.9,1.0,positive,0.5859,0.655,0.0,0.345,positive,positive,0.789798327576185,positive
tweet_1187,iPhone 15 is typical omg,neutral,iPhone 15,2025-08-13 16:12:44,user_8,52,405,3908,iphone 15 is typical omg,iphone 15 typical omg,iphone typical omg,24,24,18,3,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8187351471441292,neutral
tweet_1188,Tesla Model 3 is a waste of money 👎,negative,Tesla Model 3,2025-08-17 13:18:21,user_239,97,288,1117,tesla model 3 is a waste of money,tesla model 3 waste money,tesla model waste money,35,33,23,4,-0.2,0.0,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.8498787169854278,negative
tweet_1189,amazing product Tesla Model 3! omg,positive,Tesla Model 3,2025-08-24 14:23:52,user_329,18,488,2633,amazing product tesla model 3! omg,amazing product tesla model 3 ! omg,amazing product tesla model omg,34,34,31,5,0.6000000000000001,0.9,positive,0.5859,0.487,0.0,0.513,positive,positive,0.8093187656833376,positive
tweet_1190,Netflix is could be better #trending,neutral,Netflix,2025-08-18 04:10:17,user_480,38,11,905,netflix is could be better trending,netflix could better trending,netflix could better trending,36,35,29,4,0.5,0.5,positive,0.4404,0.492,0.0,0.508,positive,neutral,0.8230216884056591,positive
tweet_1191,top notch Amazon! #fail,positive,Amazon,2025-08-03 13:21:05,user_233,14,355,2077,top notch amazon! fail,top notch amazon ! fail,top notch amazon fail,23,22,21,4,0.0,0.4,neutral,-0.25,0.438,0.438,0.125,negative,positive,0.8443005301690302,positive
tweet_1192,ChatGPT is a broken #amazing,negative,ChatGPT,2025-08-07 12:04:22,user_115,18,273,2312,chatgpt is a broken amazing,chatgpt broken amazing,chatgpt broken amazing,28,27,22,3,0.10000000000000003,0.65,positive,0.1779,0.481,0.392,0.127,positive,negative,0.7467246536542964,positive
tweet_1193,Climate Change is a broken 👎,negative,Climate Change,2025-08-24 15:56:42,user_32,18,76,5228,climate change is a broken,climate change broken,climate change broken,28,26,21,3,-0.4,0.4,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8677349386231957,negative
tweet_1194,outst&ing Microsoft! 😍,positive,Microsoft,2025-08-18 20:32:01,user_148,5,190,9513,outst ing microsoft!,outst ing microsoft !,outst ing microsoft,22,20,19,3,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,positive,0.42208267454457665,neutral
tweet_1195,Apple is a pathetic 👎,negative,Apple,2025-08-27 23:33:34,user_496,43,125,3458,apple is a pathetic,apple pathetic,apple pathetic,21,19,14,2,-1.0,1.0,negative,-0.5719,0.0,0.787,0.213,negative,negative,0.8708996184125724,negative
tweet_1196,Google is acceptable @mention,neutral,Google,2025-08-22 06:54:58,user_381,31,15,8352,google is acceptable,google acceptable,google acceptable,29,20,17,2,0.0,0.0,neutral,0.3182,0.697,0.0,0.303,positive,neutral,0.8767981196317647,neutral
tweet_1197,Amazon is a not worth it #fail,negative,Amazon,2025-08-05 11:13:40,user_174,11,393,8417,amazon is a not worth it fail,amazon not worth fail,amazon not worth fail,30,29,21,4,-0.325,0.2,negative,0.4374,0.631,0.231,0.139,positive,negative,0.715279195523562,negative
tweet_1198,Microsoft is fair price agree?,neutral,Microsoft,2025-08-05 05:56:21,user_146,84,437,1029,microsoft is fair price agree?,microsoft fair price agree ?,microsoft fair price agree,30,30,26,4,0.7,0.9,positive,0.5859,0.706,0.0,0.294,positive,neutral,0.8567105621397304,positive
tweet_1199,Google is a useless #amazing,negative,Google,2025-08-10 21:35:16,user_252,73,254,1212,google is a useless amazing,google useless amazing,google useless amazing,28,27,22,3,0.050000000000000044,0.55,neutral,0.25,0.5,0.368,0.132,positive,negative,0.7603352811284145,negative
tweet_1200,Google is a waste of money what do you think?,negative,Google,2025-08-05 00:57:31,user_316,22,335,9126,google is a waste of money what do you think?,google waste money think ?,google waste money think,45,45,24,4,-0.2,0.0,negative,-0.4215,0.0,0.483,0.517,negative,negative,0.8263451797673735,negative
tweet_1201,Netflix is could be better 😍,neutral,Netflix,2025-08-27 15:43:18,user_442,13,72,6385,netflix is could be better,netflix could better,netflix could better,28,26,20,3,0.5,0.5,positive,0.4404,0.592,0.0,0.408,positive,neutral,0.8635126150153518,positive
tweet_1202,Climate Change is it's okay 🔥,neutral,Climate Change,2025-08-05 12:46:49,user_92,7,407,870,climate change is it is okay,climate change okay,climate change okay,29,28,19,3,0.5,0.5,positive,0.2263,0.487,0.0,0.513,positive,neutral,0.8254054036807005,positive
tweet_1203,ChatGPT is mixed feelings #hashtag,neutral,ChatGPT,2025-08-30 03:58:01,user_215,90,131,9523,chatgpt is mixed feelings hashtag,chatgpt mixed feelings hashtag,chatgpt mixed feeling hashtag,34,33,29,4,0.0,0.25,neutral,0.128,0.333,0.0,0.667,positive,neutral,0.8394928480744754,neutral
tweet_1204,Google is as expected 🔥,neutral,Google,2025-08-09 09:44:30,user_329,27,81,6183,google is as expected,google expected,google expected,23,21,15,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8849794907383188,neutral
tweet_1205,Google is a frustrating experience check this out!,negative,Google,2025-08-29 18:11:36,user_149,90,269,2533,google is a frustrating experience check this out!,google frustrating experience check !,google frustrating experience check,50,50,35,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.8592969251423096,negative
tweet_1206,top notch Netflix! #love,positive,Netflix,2025-08-30 05:20:59,user_466,65,34,719,top notch netflix! love,top notch netflix ! love,top notch netflix love,24,23,22,4,0.5,0.55,positive,0.7184,0.75,0.0,0.25,positive,positive,0.8728694919408739,positive
tweet_1207,blown away Amazon! #amazing,positive,Amazon,2025-08-14 04:21:01,user_446,86,309,8512,blown away amazon! amazing,blown away amazon ! amazing,blown away amazon amazing,27,26,25,4,0.6000000000000001,0.9,positive,0.6705,0.733,0.0,0.267,positive,positive,0.9122494519108598,positive
tweet_1208,Olympics 2024 is it's okay what do you think?,neutral,Olympics 2024,2025-08-20 06:09:48,user_341,53,254,777,olympics 2024 is it is okay what do you think?,olympics 2024 okay think ?,olympics okay think,45,46,19,3,0.5,0.5,positive,0.2263,0.487,0.0,0.513,positive,neutral,0.7521360293167436,positive
tweet_1209,incredible quality ChatGPT! @mention,positive,ChatGPT,2025-08-05 23:18:53,user_178,15,435,2596,incredible quality chatgpt!,incredible quality chatgpt !,incredible quality chatgpt,36,27,26,3,0.9,0.9,positive,0.0,0.0,0.0,1.0,neutral,positive,0.8834520226804582,positive
tweet_1210,iPhone 15 is typical 🔥,neutral,iPhone 15,2025-08-20 10:21:17,user_101,10,117,8942,iphone 15 is typical,iphone 15 typical,iphone typical,22,20,14,2,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8701458953587566,neutral
tweet_1211,Netflix is as expected ,neutral,Netflix,2025-08-11 18:26:51,user_96,95,284,6477,netflix is as expected,netflix expected,netflix expected,23,22,16,2,-0.1,0.4,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8608466062286667,neutral
tweet_1212,ChatGPT is decent enough thoughts?,neutral,ChatGPT,2025-08-03 04:10:13,user_235,78,1,5280,chatgpt is decent enough thoughts?,chatgpt decent enough thoughts ?,chatgpt decent enough thought,34,34,29,4,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8134930452049338,neutral
tweet_1213,fantastic experience Amazon! lol,positive,Amazon,2025-08-22 17:35:16,user_470,0,130,9892,fantastic experience amazon! lol,fantastic experience amazon ! lol,fantastic experience amazon lol,32,32,31,4,0.6000000000000001,0.8,positive,0.7964,0.89,0.0,0.11,positive,positive,0.8684483642145525,positive
tweet_1214,fantastic experience Amazon! 👎,positive,Amazon,2025-08-21 02:57:46,user_413,70,294,7418,fantastic experience amazon!,fantastic experience amazon !,fantastic experience amazon,30,28,27,3,0.4,0.9,positive,0.6486,0.841,0.0,0.159,positive,positive,0.8895014763992203,positive
tweet_1215,Google is typical thoughts?,neutral,Google,2025-08-28 13:42:24,user_496,91,433,1670,google is typical thoughts?,google typical thoughts ?,google typical thought,27,27,22,3,-0.16666666666666666,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.836604303777356,neutral
tweet_1216,ChatGPT is fair price 👎,neutral,ChatGPT,2025-08-11 07:09:42,user_105,72,134,7236,chatgpt is fair price,chatgpt fair price,chatgpt fair price,23,21,18,3,0.7,0.9,positive,0.3182,0.535,0.0,0.465,positive,neutral,0.889107911315319,positive
tweet_1217,amazing product Climate Change! @mention,positive,Climate Change,2025-08-25 10:59:46,user_188,8,478,4283,amazing product climate change!,amazing product climate change !,amazing product climate change,40,31,30,4,0.6000000000000001,0.9,positive,0.5859,0.559,0.0,0.441,positive,positive,0.8389498950411771,positive
tweet_1218,Microsoft is decent enough 🔥,neutral,Microsoft,2025-08-04 15:00:29,user_318,17,216,3087,microsoft is decent enough,microsoft decent enough,microsoft decent enough,28,26,23,3,0.08333333333333333,0.5833333333333333,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.8447978035676722,neutral
tweet_1219,perfect choice Microsoft! RT @user:,positive,Microsoft,2025-08-13 00:30:42,user_283,3,431,7211,perfect choice microsoft!,perfect choice microsoft !,perfect choice microsoft,35,25,24,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8970916933149247,positive
tweet_1220,Microsoft is a horrible 👎,negative,Microsoft,2025-08-25 08:42:15,user_11,89,372,6085,microsoft is a horrible,microsoft horrible,microsoft horrible,25,23,18,2,-1.0,1.0,negative,-0.5423,0.0,0.778,0.222,negative,negative,0.8333863210522362,negative
tweet_1221,Climate Change is a broken 😍,negative,Climate Change,2025-08-04 14:32:26,user_261,47,436,551,climate change is a broken,climate change broken,climate change broken,28,26,21,3,-0.4,0.4,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8677349386231957,negative
tweet_1222,Netflix is a poor service RT @user:,negative,Netflix,2025-08-16 09:59:42,user_301,86,231,7304,netflix is a poor service,netflix poor service,netflix poor service,35,25,20,3,-0.4,0.6,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.7974016581504996,negative
tweet_1223,Tesla Model 3 is a broken ,negative,Tesla Model 3,2025-08-29 10:46:32,user_9,16,276,8361,tesla model 3 is a broken,tesla model 3 broken,tesla model broken,26,25,18,3,-0.4,0.4,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8257489922368245,negative
tweet_1224,ChatGPT is a avoid this check this out!,negative,ChatGPT,2025-08-22 09:44:03,user_225,78,189,490,chatgpt is a avoid this check this out!,chatgpt avoid check !,chatgpt avoid check,39,39,19,3,0.0,0.0,neutral,-0.296,0.0,0.524,0.476,negative,negative,0.8162232187590377,negative
tweet_1225,Tesla Model 3 is a complete failure #fail,negative,Tesla Model 3,2025-08-14 14:45:20,user_42,67,221,5000,tesla model 3 is a complete failure fail,tesla model 3 complete failure fail,tesla model complete failure fail,41,40,33,5,-0.2388888888888889,0.3333333333333333,negative,-0.7783,0.0,0.694,0.306,negative,negative,0.867493340745234,negative
tweet_1226,ChatGPT is it's okay 👍,neutral,ChatGPT,2025-08-09 00:10:38,user_365,87,221,825,chatgpt is it is okay,chatgpt okay,chatgpt okay,22,21,12,2,0.5,0.5,positive,0.2263,0.655,0.0,0.345,positive,neutral,0.8333461453812798,positive
tweet_1227,brilliant ChatGPT! 👍,positive,ChatGPT,2025-08-06 18:19:45,user_247,75,39,9114,brilliant chatgpt!,brilliant chatgpt !,brilliant chatgpt,20,18,17,2,0.9,1.0,positive,0.5859,0.792,0.0,0.208,positive,positive,0.8807813568575729,positive
tweet_1228,Netflix is a poor service omg,negative,Netflix,2025-08-30 17:19:55,user_247,81,351,2350,netflix is a poor service omg,netflix poor service omg,netflix poor service omg,29,29,24,4,-0.4,0.6,negative,-0.4767,0.0,0.508,0.492,negative,negative,0.7886133505556885,negative
tweet_1229,fantastic experience iPhone 15! @mention,positive,iPhone 15,2025-08-04 09:51:23,user_177,99,80,7953,fantastic experience iphone 15!,fantastic experience iphone 15 !,fantastic experience iphone,40,31,27,3,0.4,0.9,positive,0.5574,0.643,0.0,0.357,positive,positive,0.8666709030279095,positive
tweet_1230,love this Microsoft! #love,positive,Microsoft,2025-08-20 17:06:07,user_352,66,341,9126,love this microsoft! love,love microsoft ! love,love microsoft love,26,25,19,3,0.5,0.6,positive,0.8555,0.894,0.0,0.106,positive,positive,0.8219393621263623,positive
tweet_1231,iPhone 15 is standard quality #trending,neutral,iPhone 15,2025-08-28 11:46:14,user_326,41,124,3664,iphone 15 is standard quality trending,iphone 15 standard quality trending,iphone standard quality trending,39,38,32,4,0.0,0.0,neutral,0.0,0.0,0.0,1.0,neutral,neutral,0.790615994680313,neutral
tweet_1232,brilliant iPhone 15! omg,positive,iPhone 15,2025-08-29 09:46:37,user_356,58,258,7408,brilliant iphone 15! omg,brilliant iphone 15 ! omg,brilliant iphone omg,24,24,20,3,0.9,1.0,positive,0.5859,0.655,0.0,0.345,positive,positive,0.819131752237962,positive
tweet_1233,love this Microsoft! 🔥,positive,Microsoft,2025-08-11 05:22:57,user_296,62,426,9443,love this microsoft!,love microsoft !,love microsoft,22,20,14,2,0.5,0.6,positive,0.6369,0.808,0.0,0.192,positive,positive,0.7484948187263103,positive
tweet_1234,excellent service Climate Change! agree?,positive,Climate Change,2025-08-29 10:44:30,user_100,61,455,9562,excellent service climate change! agree?,excellent service climate change ! agree ?,excellent service climate change agree,40,40,38,5,1.0,1.0,positive,0.7351,0.674,0.0,0.326,positive,positive,0.8283187323660841,positive
tweet_1235,excellent service Apple! 👎,positive,Apple,2025-08-27 11:04:57,user_268,33,451,1240,excellent service apple!,excellent service apple !,excellent service apple,26,24,23,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8766052831893631,positive
tweet_1236,MICROSOFT IS ACCEPTABLE 💯,neutral,Microsoft,2025-08-30 11:56:57,user_142,89,174,156,microsoft is acceptable,microsoft acceptable,microsoft acceptable,25,23,20,2,0.0,0.0,neutral,0.3182,0.697,0.0,0.303,positive,neutral,0.8202974621291289,neutral
tweet_1237,Tesla Model 3 is mixed feelings what do you think?,neutral,Tesla Model 3,2025-08-12 03:54:57,user_365,11,124,9147,tesla model 3 is mixed feelings what do you think?,tesla model 3 mixed feelings think ?,tesla model mixed feeling think,50,50,31,5,0.0,0.25,neutral,0.128,0.273,0.0,0.727,positive,neutral,0.8313107800692596,neutral
tweet_1238,highly recommend iPhone 15! thoughts?,positive,iPhone 15,2025-08-25 13:58:48,user_154,14,81,934,highly recommend iphone 15! thoughts?,highly recommend iphone 15 ! thoughts ?,highly recommend iphone thought,37,37,31,4,0.16,0.54,positive,0.4201,0.482,0.0,0.518,positive,positive,0.8774283691499415,positive
tweet_1239,Olympics 2024 is acceptable agree?,neutral,Olympics 2024,2025-08-24 06:17:13,user_124,16,286,9117,olympics 2024 is acceptable agree?,olympics 2024 acceptable agree ?,olympics acceptable agree,34,34,25,3,0.0,0.0,neutral,0.5859,0.828,0.0,0.172,positive,neutral,0.8169064510348059,neutral
tweet_1240,Google is fair price check this out!,neutral,Google,2025-08-08 08:50:30,user_110,89,109,564,google is fair price check this out!,google fair price check !,google fair price check,36,36,23,4,0.7,0.9,positive,0.3182,0.434,0.0,0.566,positive,neutral,0.9165976535885288,positive
tweet_1241,exceeded expectations Amazon! 👎,positive,Amazon,2025-08-28 21:37:14,user_104,17,254,1354,exceeded expectations amazon!,exceeded expectations amazon !,exceeded expectation amazon,31,29,27,3,0.0,0.0,neutral,0.1779,0.459,0.0,0.541,positive,positive,0.9149443379261627,positive
tweet_1242,Apple is could be better 👍,neutral,Apple,2025-08-03 01:09:59,user_317,19,86,1282,apple is could be better,apple could better,apple could better,26,24,18,3,0.5,0.5,positive,0.4404,0.592,0.0,0.408,positive,neutral,0.8547861742825426,positive
tweet_1243,Olympics 2024 is a regret buying 👍,negative,Olympics 2024,2025-08-14 22:29:40,user_456,22,313,7790,olympics 2024 is a regret buying,olympics 2024 regret buying,olympics regret buying,34,32,22,3,0.0,0.0,neutral,-0.4215,0.0,0.583,0.417,negative,negative,0.888090041409872,negative
tweet_1244,Microsoft is a frustrating experience 👎,negative,Microsoft,2025-08-29 15:16:09,user_161,14,60,6959,microsoft is a frustrating experience,microsoft frustrating experience,microsoft frustrating experience,39,37,32,3,-0.4,0.9,negative,-0.4404,0.0,0.592,0.408,negative,negative,0.9004837636828912,negative
tweet_1245,iPhone 15 is mixed feelings via @user,neutral,iPhone 15,2025-08-19 02:07:18,user_409,50,490,1354,iphone 15 is mixed feelings via,iphone 15 mixed feelings,iphone mixed feeling,37,31,20,3,0.0,0.25,neutral,0.128,0.429,0.0,0.571,positive,neutral,0.9109954255956083,neutral
tweet_1246,Climate Change is a avoid this #trending,negative,Climate Change,2025-08-23 02:20:40,user_278,5,102,3763,climate change is a avoid this trending,climate change avoid trending,climate change avoid trending,40,39,29,4,0.0,0.0,neutral,-0.296,0.0,0.423,0.577,negative,negative,0.795111369959163,negative
tweet_1247,Olympics 2024 is a poor service 💯,negative,Olympics 2024,2025-08-22 14:39:01,user_66,82,81,3279,olympics 2024 is a poor service,olympics 2024 poor service,olympics poor service,33,31,21,3,-0.4,0.6,negative,-0.4767,0.0,0.608,0.392,negative,negative,0.8326610622261202,negative
tweet_1248,top notch Climate Change! thoughts?,positive,Climate Change,2025-08-11 13:46:35,user_144,66,380,541,top notch climate change! thoughts?,top notch climate change ! thoughts ?,top notch climate change thought,35,35,32,5,0.5,0.5,positive,0.2023,0.31,0.0,0.69,positive,positive,0.7688510355555703,positive
tweet_1249,Netflix is average product 🔥!!!,neutral,Netflix,2025-08-22 20:15:35,user_176,93,289,4038,netflix is average product !!!,netflix average product ! ! !,netflix average product,31,30,23,3,-0.15,0.39999999999999997,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8751019256565205,neutral
tweet_1250,Amazon is a horrible thoughts?,negative,Amazon,2025-08-07 03:48:05,user_408,66,237,1069,amazon is a horrible thoughts?,amazon horrible thoughts ?,amazon horrible thought,30,30,23,3,-1.0,1.0,negative,-0.4215,0.274,0.565,0.161,negative,negative,0.8298322985749443,negative
tweet_1251,Apple is a frustrating experience check this out!,negative,Apple,2025-08-19 07:27:57,user_308,74,396,7939,apple is a frustrating experience check this out!,apple frustrating experience check !,apple frustrating experience check,49,49,34,4,-0.4,0.9,negative,-0.4404,0.0,0.492,0.508,negative,negative,0.8846794657877947,negative
tweet_1252,perfect choice Netflix! via @user,positive,Netflix,2025-08-17 13:59:24,user_326,52,224,2952,perfect choice netflix! via,perfect choice netflix !,perfect choice netflix,33,27,22,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8796763409376387,positive
tweet_1253,iPhone 15 is ordinary 😢,neutral,iPhone 15,2025-08-22 07:45:30,user_145,5,82,9969,iphone 15 is ordinary,iphone 15 ordinary,iphone ordinary,23,21,15,2,-0.25,0.5,negative,0.0,0.0,0.0,1.0,neutral,neutral,0.8638884569872574,neutral
tweet_1254,perfect choice iPhone 15! ,positive,iPhone 15,2025-08-20 18:02:02,user_291,77,278,8241,perfect choice iphone 15!,perfect choice iphone 15 !,perfect choice iphone,26,25,21,3,1.0,1.0,positive,0.5719,0.649,0.0,0.351,positive,positive,0.8959867427545399,positive
tweet_1255,Climate Change is a worst purchase RT @user:,negative,Climate Change,2025-08-15 19:32:19,user_437,36,336,3582,climate change is a worst purchase,climate change worst purchase,climate change worst purchase,44,34,29,4,-1.0,1.0,negative,-0.6249,0.0,0.577,0.423,negative,negative,0.8920561247446437,negative
tweet_1256,Olympics 2024 is a not worth it RT @user:,negative,Olympics 2024,2025-08-28 11:22:42,user_300,85,441,3898,olympics 2024 is a not worth it,olympics 2024 not worth,olympics not worth,41,31,18,3,-0.15,0.1,negative,-0.1695,0.0,0.454,0.546,negative,negative,0.7480530991879395,negative
tweet_1257,awesome Olympics 2024! 🔥,positive,Olympics 2024,2025-08-12 15:40:24,user_74,14,326,4035,awesome olympics 2024!,awesome olympics 2024 !,awesome olympics,24,22,16,2,1.0,1.0,positive,0.6249,0.804,0.0,0.196,positive,positive,0.8770337729629458,positive
tweet_1258,totally worth it Microsoft! 😢,positive,Microsoft,2025-08-03 01:40:08,user_438,58,96,8062,totally worth it microsoft!,totally worth microsoft !,totally worth microsoft,29,27,23,3,0.3,0.1,positive,0.2944,0.523,0.0,0.477,positive,positive,0.8796206661443009,positive
tweet_1259,blown away ChatGPT! agree?,positive,ChatGPT,2025-08-23 19:39:52,user_250,40,246,6350,blown away chatgpt! agree?,blown away chatgpt ! agree ?,blown away chatgpt agree,26,26,24,4,0.0,0.0,neutral,0.3612,0.455,0.0,0.545,positive,positive,0.8685774436121241,positive
tweet_1260,awesome Climate Change! check this out!,positive,Climate Change,2025-08-10 13:14:01,user_258,24,80,9508,awesome climate change! check this out!,awesome climate change ! check !,awesome climate change check,39,39,28,4,1.0,1.0,positive,0.6249,0.577,0.0,0.423,positive,positive,0.7392544278182168,positive
tweet_1261,Microsoft is a horrible check this out!,negative,Microsoft,2025-08-04 22:06:39,user_240,87,165,8674,microsoft is a horrible check this out!,microsoft horrible check !,microsoft horrible check,39,39,24,3,-1.0,1.0,negative,-0.5423,0.0,0.636,0.364,negative,negative,0.7917249389039573,negative
tweet_1262,CLIMATE CHANGE IS NOT BAD 💯,neutral,Climate Change,2025-08-19 21:15:17,user_191,34,342,3935,climate change is not bad,climate change not bad,climate change not bad,27,25,22,4,0.3499999999999999,0.6666666666666666,positive,0.431,0.487,0.0,0.513,positive,neutral,0.7989853724034487,positive
tweet_1263,iPhone 15 is a regret buying what do you think?,negative,iPhone 15,2025-08-15 03:29:53,user_414,73,361,517,iphone 15 is a regret buying what do you think?,iphone 15 regret buying think ?,iphone regret buying think,47,47,26,4,0.0,0.0,neutral,-0.4215,0.0,0.483,0.517,negative,negative,0.8440475720505478,negative
tweet_1264,Microsoft is a avoid this #love,negative,Microsoft,2025-08-14 04:01:09,user_449,84,145,8867,microsoft is a avoid this love,microsoft avoid love,microsoft avoid love,31,30,20,3,0.5,0.6,positive,0.4588,0.568,0.297,0.135,positive,negative,0.7056500928058639,positive
tweet_1265,Apple is mixed feelings check this out!,neutral,Apple,2025-08-24 08:41:14,user_267,48,491,2627,apple is mixed feelings check this out!,apple mixed feelings check !,apple mixed feeling check,39,39,25,4,0.0,0.25,neutral,0.128,0.333,0.0,0.667,positive,neutral,0.844710113440015,neutral
tweet_1266,love this Apple! #fail,positive,Apple,2025-08-15 15:04:26,user_186,77,339,788,love this apple! fail,love apple ! fail,love apple fail,22,21,15,3,0.0,0.44999999999999996,neutral,0.1779,0.483,0.402,0.115,positive,positive,0.7269744900970235,positive
tweet_1267,ChatGPT is a not worth it check this out!,negative,ChatGPT,2025-08-18 20:20:10,user_173,89,323,1613,chatgpt is a not worth it check this out!,chatgpt not worth check !,chatgpt not worth check,41,41,23,4,-0.15,0.1,negative,-0.1695,0.0,0.357,0.643,negative,negative,0.6954272497015263,negative
tweet_1268,love this Apple! ,positive,Apple,2025-08-26 19:22:02,user_41,67,22,3026,love this apple!,love apple !,love apple,17,16,10,2,0.5,0.6,positive,0.6369,0.808,0.0,0.192,positive,positive,0.7412527919385395,positive
