id,text,sentiment,topic,timestamp,user_id,retweets,likes,followers,cleaned_text,no_stopwords,lemmatized_text,original_length,cleaned_length,final_length,word_count
tweet_1205,Google is a frustrating experience check this out!,negative,Google,2025-08-29 18:11:36,user_149,90,269,2533,google is a frustrating experience check this out!,google frustrating experience check !,google frustrating experience check,50,50,35,4
tweet_1206,top notch Netflix! #love,positive,Netflix,2025-08-30 05:20:59,user_466,65,34,719,top notch netflix! love,top notch netflix ! love,top notch netflix love,24,23,22,4
tweet_1207,blown away Amazon! #amazing,positive,Amazon,2025-08-14 04:21:01,user_446,86,309,8512,blown away amazon! amazing,blown away amazon ! amazing,blown away amazon amazing,27,26,25,4
tweet_1208,Olympics 2024 is it's okay what do you think?,neutral,Olympics 2024,2025-08-20 06:09:48,user_341,53,254,777,olympics 2024 is it is okay what do you think?,olympics 2024 okay think ?,olympics okay think,45,46,19,3
tweet_1209,incredible quality ChatGPT! @mention,positive,ChatGPT,2025-08-05 23:18:53,user_178,15,435,2596,incredible quality chatgpt!,incredible quality chatgpt !,incredible quality chatgpt,36,27,26,3
tweet_1210,iPhone 15 is typical 🔥,neutral,iPhone 15,2025-08-20 10:21:17,user_101,10,117,8942,iphone 15 is typical,iphone 15 typical,iphone typical,22,20,14,2
tweet_1211,Netflix is as expected ,neutral,Netflix,2025-08-11 18:26:51,user_96,95,284,6477,netflix is as expected,netflix expected,netflix expected,23,22,16,2
tweet_1212,ChatGPT is decent enough thoughts?,neutral,ChatGPT,2025-08-03 04:10:13,user_235,78,1,5280,chatgpt is decent enough thoughts?,chatgpt decent enough thoughts ?,chatgpt decent enough thought,34,34,29,4
tweet_1213,fantastic experience Amazon! lol,positive,Amazon,2025-08-22 17:35:16,user_470,0,130,9892,fantastic experience amazon! lol,fantastic experience amazon ! lol,fantastic experience amazon lol,32,32,31,4
tweet_1214,fantastic experience Amazon! 👎,positive,Amazon,2025-08-21 02:57:46,user_413,70,294,7418,fantastic experience amazon!,fantastic experience amazon !,fantastic experience amazon,30,28,27,3
tweet_1215,Google is typical thoughts?,neutral,Google,2025-08-28 13:42:24,user_496,91,433,1670,google is typical thoughts?,google typical thoughts ?,google typical thought,27,27,22,3
tweet_1216,ChatGPT is fair price 👎,neutral,ChatGPT,2025-08-11 07:09:42,user_105,72,134,7236,chatgpt is fair price,chatgpt fair price,chatgpt fair price,23,21,18,3
tweet_1217,amazing product Climate Change! @mention,positive,Climate Change,2025-08-25 10:59:46,user_188,8,478,4283,amazing product climate change!,amazing product climate change !,amazing product climate change,40,31,30,4
tweet_1218,Microsoft is decent enough 🔥,neutral,Microsoft,2025-08-04 15:00:29,user_318,17,216,3087,microsoft is decent enough,microsoft decent enough,microsoft decent enough,28,26,23,3
tweet_1219,perfect choice Microsoft! RT @user:,positive,Microsoft,2025-08-13 00:30:42,user_283,3,431,7211,perfect choice microsoft!,perfect choice microsoft !,perfect choice microsoft,35,25,24,3
tweet_1220,Microsoft is a horrible 👎,negative,Microsoft,2025-08-25 08:42:15,user_11,89,372,6085,microsoft is a horrible,microsoft horrible,microsoft horrible,25,23,18,2
tweet_1221,Climate Change is a broken 😍,negative,Climate Change,2025-08-04 14:32:26,user_261,47,436,551,climate change is a broken,climate change broken,climate change broken,28,26,21,3
tweet_1222,Netflix is a poor service RT @user:,negative,Netflix,2025-08-16 09:59:42,user_301,86,231,7304,netflix is a poor service,netflix poor service,netflix poor service,35,25,20,3
tweet_1223,Tesla Model 3 is a broken ,negative,Tesla Model 3,2025-08-29 10:46:32,user_9,16,276,8361,tesla model 3 is a broken,tesla model 3 broken,tesla model broken,26,25,18,3
tweet_1224,ChatGPT is a avoid this check this out!,negative,ChatGPT,2025-08-22 09:44:03,user_225,78,189,490,chatgpt is a avoid this check this out!,chatgpt avoid check !,chatgpt avoid check,39,39,19,3
tweet_1225,Tesla Model 3 is a complete failure #fail,negative,Tesla Model 3,2025-08-14 14:45:20,user_42,67,221,5000,tesla model 3 is a complete failure fail,tesla model 3 complete failure fail,tesla model complete failure fail,41,40,33,5
tweet_1226,ChatGPT is it's okay 👍,neutral,ChatGPT,2025-08-09 00:10:38,user_365,87,221,825,chatgpt is it is okay,chatgpt okay,chatgpt okay,22,21,12,2
tweet_1227,brilliant ChatGPT! 👍,positive,ChatGPT,2025-08-06 18:19:45,user_247,75,39,9114,brilliant chatgpt!,brilliant chatgpt !,brilliant chatgpt,20,18,17,2
tweet_1228,Netflix is a poor service omg,negative,Netflix,2025-08-30 17:19:55,user_247,81,351,2350,netflix is a poor service omg,netflix poor service omg,netflix poor service omg,29,29,24,4
tweet_1229,fantastic experience iPhone 15! @mention,positive,iPhone 15,2025-08-04 09:51:23,user_177,99,80,7953,fantastic experience iphone 15!,fantastic experience iphone 15 !,fantastic experience iphone,40,31,27,3
tweet_1230,love this Microsoft! #love,positive,Microsoft,2025-08-20 17:06:07,user_352,66,341,9126,love this microsoft! love,love microsoft ! love,love microsoft love,26,25,19,3
tweet_1231,iPhone 15 is standard quality #trending,neutral,iPhone 15,2025-08-28 11:46:14,user_326,41,124,3664,iphone 15 is standard quality trending,iphone 15 standard quality trending,iphone standard quality trending,39,38,32,4
tweet_1232,brilliant iPhone 15! omg,positive,iPhone 15,2025-08-29 09:46:37,user_356,58,258,7408,brilliant iphone 15! omg,brilliant iphone 15 ! omg,brilliant iphone omg,24,24,20,3
tweet_1233,love this Microsoft! 🔥,positive,Microsoft,2025-08-11 05:22:57,user_296,62,426,9443,love this microsoft!,love microsoft !,love microsoft,22,20,14,2
tweet_1234,excellent service Climate Change! agree?,positive,Climate Change,2025-08-29 10:44:30,user_100,61,455,9562,excellent service climate change! agree?,excellent service climate change ! agree ?,excellent service climate change agree,40,40,38,5
tweet_1235,excellent service Apple! 👎,positive,Apple,2025-08-27 11:04:57,user_268,33,451,1240,excellent service apple!,excellent service apple !,excellent service apple,26,24,23,3
tweet_1236,MICROSOFT IS ACCEPTABLE 💯,neutral,Microsoft,2025-08-30 11:56:57,user_142,89,174,156,microsoft is acceptable,microsoft acceptable,microsoft acceptable,25,23,20,2
tweet_1237,Tesla Model 3 is mixed feelings what do you think?,neutral,Tesla Model 3,2025-08-12 03:54:57,user_365,11,124,9147,tesla model 3 is mixed feelings what do you think?,tesla model 3 mixed feelings think ?,tesla model mixed feeling think,50,50,31,5
tweet_1238,highly recommend iPhone 15! thoughts?,positive,iPhone 15,2025-08-25 13:58:48,user_154,14,81,934,highly recommend iphone 15! thoughts?,highly recommend iphone 15 ! thoughts ?,highly recommend iphone thought,37,37,31,4
tweet_1239,Olympics 2024 is acceptable agree?,neutral,Olympics 2024,2025-08-24 06:17:13,user_124,16,286,9117,olympics 2024 is acceptable agree?,olympics 2024 acceptable agree ?,olympics acceptable agree,34,34,25,3
tweet_1240,Google is fair price check this out!,neutral,Google,2025-08-08 08:50:30,user_110,89,109,564,google is fair price check this out!,google fair price check !,google fair price check,36,36,23,4
tweet_1241,exceeded expectations Amazon! 👎,positive,Amazon,2025-08-28 21:37:14,user_104,17,254,1354,exceeded expectations amazon!,exceeded expectations amazon !,exceeded expectation amazon,31,29,27,3
tweet_1242,Apple is could be better 👍,neutral,Apple,2025-08-03 01:09:59,user_317,19,86,1282,apple is could be better,apple could better,apple could better,26,24,18,3
tweet_1243,Olympics 2024 is a regret buying 👍,negative,Olympics 2024,2025-08-14 22:29:40,user_456,22,313,7790,olympics 2024 is a regret buying,olympics 2024 regret buying,olympics regret buying,34,32,22,3
tweet_1244,Microsoft is a frustrating experience 👎,negative,Microsoft,2025-08-29 15:16:09,user_161,14,60,6959,microsoft is a frustrating experience,microsoft frustrating experience,microsoft frustrating experience,39,37,32,3
tweet_1245,iPhone 15 is mixed feelings via @user,neutral,iPhone 15,2025-08-19 02:07:18,user_409,50,490,1354,iphone 15 is mixed feelings via,iphone 15 mixed feelings,iphone mixed feeling,37,31,20,3
tweet_1246,Climate Change is a avoid this #trending,negative,Climate Change,2025-08-23 02:20:40,user_278,5,102,3763,climate change is a avoid this trending,climate change avoid trending,climate change avoid trending,40,39,29,4
tweet_1247,Olympics 2024 is a poor service 💯,negative,Olympics 2024,2025-08-22 14:39:01,user_66,82,81,3279,olympics 2024 is a poor service,olympics 2024 poor service,olympics poor service,33,31,21,3
tweet_1248,top notch Climate Change! thoughts?,positive,Climate Change,2025-08-11 13:46:35,user_144,66,380,541,top notch climate change! thoughts?,top notch climate change ! thoughts ?,top notch climate change thought,35,35,32,5
tweet_1249,Netflix is average product 🔥!!!,neutral,Netflix,2025-08-22 20:15:35,user_176,93,289,4038,netflix is average product !!!,netflix average product ! ! !,netflix average product,31,30,23,3
tweet_1250,Amazon is a horrible thoughts?,negative,Amazon,2025-08-07 03:48:05,user_408,66,237,1069,amazon is a horrible thoughts?,amazon horrible thoughts ?,amazon horrible thought,30,30,23,3
tweet_1251,Apple is a frustrating experience check this out!,negative,Apple,2025-08-19 07:27:57,user_308,74,396,7939,apple is a frustrating experience check this out!,apple frustrating experience check !,apple frustrating experience check,49,49,34,4
tweet_1252,perfect choice Netflix! via @user,positive,Netflix,2025-08-17 13:59:24,user_326,52,224,2952,perfect choice netflix! via,perfect choice netflix !,perfect choice netflix,33,27,22,3
tweet_1253,iPhone 15 is ordinary 😢,neutral,iPhone 15,2025-08-22 07:45:30,user_145,5,82,9969,iphone 15 is ordinary,iphone 15 ordinary,iphone ordinary,23,21,15,2
tweet_1254,perfect choice iPhone 15! ,positive,iPhone 15,2025-08-20 18:02:02,user_291,77,278,8241,perfect choice iphone 15!,perfect choice iphone 15 !,perfect choice iphone,26,25,21,3
tweet_1255,Climate Change is a worst purchase RT @user:,negative,Climate Change,2025-08-15 19:32:19,user_437,36,336,3582,climate change is a worst purchase,climate change worst purchase,climate change worst purchase,44,34,29,4
tweet_1256,Olympics 2024 is a not worth it RT @user:,negative,Olympics 2024,2025-08-28 11:22:42,user_300,85,441,3898,olympics 2024 is a not worth it,olympics 2024 not worth,olympics not worth,41,31,18,3
tweet_1257,awesome Olympics 2024! 🔥,positive,Olympics 2024,2025-08-12 15:40:24,user_74,14,326,4035,awesome olympics 2024!,awesome olympics 2024 !,awesome olympics,24,22,16,2
tweet_1258,totally worth it Microsoft! 😢,positive,Microsoft,2025-08-03 01:40:08,user_438,58,96,8062,totally worth it microsoft!,totally worth microsoft !,totally worth microsoft,29,27,23,3
tweet_1259,blown away ChatGPT! agree?,positive,ChatGPT,2025-08-23 19:39:52,user_250,40,246,6350,blown away chatgpt! agree?,blown away chatgpt ! agree ?,blown away chatgpt agree,26,26,24,4
tweet_1260,awesome Climate Change! check this out!,positive,Climate Change,2025-08-10 13:14:01,user_258,24,80,9508,awesome climate change! check this out!,awesome climate change ! check !,awesome climate change check,39,39,28,4
tweet_1261,Microsoft is a horrible check this out!,negative,Microsoft,2025-08-04 22:06:39,user_240,87,165,8674,microsoft is a horrible check this out!,microsoft horrible check !,microsoft horrible check,39,39,24,3
tweet_1262,CLIMATE CHANGE IS NOT BAD 💯,neutral,Climate Change,2025-08-19 21:15:17,user_191,34,342,3935,climate change is not bad,climate change not bad,climate change not bad,27,25,22,4
tweet_1263,iPhone 15 is a regret buying what do you think?,negative,iPhone 15,2025-08-15 03:29:53,user_414,73,361,517,iphone 15 is a regret buying what do you think?,iphone 15 regret buying think ?,iphone regret buying think,47,47,26,4
tweet_1264,Microsoft is a avoid this #love,negative,Microsoft,2025-08-14 04:01:09,user_449,84,145,8867,microsoft is a avoid this love,microsoft avoid love,microsoft avoid love,31,30,20,3
tweet_1265,Apple is mixed feelings check this out!,neutral,Apple,2025-08-24 08:41:14,user_267,48,491,2627,apple is mixed feelings check this out!,apple mixed feelings check !,apple mixed feeling check,39,39,25,4
tweet_1266,love this Apple! #fail,positive,Apple,2025-08-15 15:04:26,user_186,77,339,788,love this apple! fail,love apple ! fail,love apple fail,22,21,15,3
tweet_1267,ChatGPT is a not worth it check this out!,negative,ChatGPT,2025-08-18 20:20:10,user_173,89,323,1613,chatgpt is a not worth it check this out!,chatgpt not worth check !,chatgpt not worth check,41,41,23,4
tweet_1268,love this Apple! ,positive,Apple,2025-08-26 19:22:02,user_41,67,22,3026,love this apple!,love apple !,love apple,17,16,10,2
tweet_1269,Amazon is a waste of money what do you think?,negative,Amazon,2025-08-13 01:09:23,user_439,41,112,4035,amazon is a waste of money what do you think?,amazon waste money think ?,amazon waste money think,45,45,24,4
tweet_1270,Google is a frustrating experience #fail,negative,Google,2025-08-27 17:58:34,user_214,8,360,1266,google is a frustrating experience fail,google frustrating experience fail,google frustrating experience fail,40,39,34,4
tweet_1271,iPhone 15 is a disgusting via @user,negative,iPhone 15,2025-08-28 18:33:50,user_417,69,390,2064,iphone 15 is a disgusting via,iphone 15 disgusting,iphone disgusting,35,29,17,2
tweet_1272,Climate Change is decent enough 💯,neutral,Climate Change,2025-08-11 09:04:21,user_110,87,15,4412,climate change is decent enough,climate change decent enough,climate change decent enough,33,31,28,4
tweet_1273,iPhone 15 is fair price #fail,neutral,iPhone 15,2025-08-24 08:18:31,user_387,91,63,3547,iphone 15 is fair price fail,iphone 15 fair price fail,iphone fair price fail,29,28,22,4
tweet_1274,Google is typical 👎,neutral,Google,2025-08-02 16:56:29,user_25,95,300,7191,google is typical,google typical,google typical,19,17,14,2
tweet_1275,highly recommend ChatGPT! #hate,positive,ChatGPT,2025-08-19 16:03:06,user_257,97,123,4011,highly recommend chatgpt! hate,highly recommend chatgpt ! hate,highly recommend chatgpt hate,31,30,29,4
tweet_1276,awesome Tesla Model 3! omg,positive,Tesla Model 3,2025-08-15 10:56:31,user_39,70,352,893,awesome tesla model 3! omg,awesome tesla model 3 ! omg,awesome tesla model omg,26,26,23,4
tweet_1277,iPhone 15 is acceptable RT @user:,neutral,iPhone 15,2025-08-03 12:54:54,user_325,87,468,3914,iphone 15 is acceptable,iphone 15 acceptable,iphone acceptable,33,23,17,2
tweet_1278,perfect choice Microsoft! #amazing,positive,Microsoft,2025-08-27 21:13:38,user_372,19,330,8707,perfect choice microsoft! amazing,perfect choice microsoft ! amazing,perfect choice microsoft amazing,34,33,32,4
tweet_1279,ChatGPT is typical ,neutral,ChatGPT,2025-08-27 14:20:18,user_14,83,18,4403,chatgpt is typical,chatgpt typical,chatgpt typical,19,18,15,2
tweet_1280,Tesla Model 3 is a terrible quality 👍,negative,Tesla Model 3,2025-08-13 14:37:15,user_465,75,228,151,tesla model 3 is a terrible quality,tesla model 3 terrible quality,tesla model terrible quality,37,35,28,4
tweet_1281,Apple is a frustrating experience #love,negative,Apple,2025-08-11 06:22:39,user_391,81,450,7302,apple is a frustrating experience love,apple frustrating experience love,apple frustrating experience love,39,38,33,4
tweet_1282,totally worth it Tesla Model 3! 💯,positive,Tesla Model 3,2025-08-13 23:04:32,user_116,78,35,9117,totally worth it tesla model 3!,totally worth tesla model 3 !,totally worth tesla model,33,31,25,4
tweet_1283,Apple is a not worth it via @user,negative,Apple,2025-08-26 16:11:57,user_438,85,26,347,apple is a not worth it via,apple not worth,apple not worth,33,27,15,3
tweet_1284,top notch Netflix! lol,positive,Netflix,2025-08-03 22:09:54,user_30,13,489,7768,top notch netflix! lol,top notch netflix ! lol,top notch netflix lol,22,22,21,4
tweet_1285,love this Microsoft! #hashtag,positive,Microsoft,2025-08-04 17:32:46,user_373,78,486,3424,love this microsoft! hashtag,love microsoft ! hashtag,love microsoft hashtag,29,28,22,3
tweet_1286,awesome Microsoft! what do you think?,positive,Microsoft,2025-08-12 15:38:50,user_158,58,413,6185,awesome microsoft! what do you think?,awesome microsoft ! think ?,awesome microsoft think,37,37,23,3
tweet_1287,incredible quality Google! check this out!,positive,Google,2025-08-29 12:08:14,user_148,30,354,7049,incredible quality google! check this out!,incredible quality google ! check !,incredible quality google check,42,42,31,4
tweet_1288,Google is could be better #love,neutral,Google,2025-08-18 01:16:22,user_272,66,283,6549,google is could be better love,google could better love,google could better love,31,30,24,4
tweet_1289,Climate Change is a complete failure @mention,negative,Climate Change,2025-08-07 08:40:21,user_153,54,306,6750,climate change is a complete failure,climate change complete failure,climate change complete failure,45,36,31,4
tweet_1290,Tesla Model 3 is as expected #love,neutral,Tesla Model 3,2025-08-10 16:30:59,user_33,82,214,9458,tesla model 3 is as expected love,tesla model 3 expected love,tesla model expected love,34,33,25,4
tweet_1291,Microsoft is a horrible 😍...,negative,Microsoft,2025-08-07 09:15:34,user_404,71,152,2966,microsoft is a horrible ...,microsoft horrible ...,microsoft horrible,28,27,18,2
tweet_1292,fantastic experience Apple! @mention,positive,Apple,2025-08-09 21:13:27,user_218,48,282,907,fantastic experience apple!,fantastic experience apple !,fantastic experience apple,36,27,26,3
tweet_1293,Apple is reasonable option 💯,neutral,Apple,2025-08-11 13:49:21,user_435,21,181,4009,apple is reasonable option,apple reasonable option,apple reasonable option,28,26,23,3
tweet_1294,fantastic experience Microsoft! #hate,positive,Microsoft,2025-08-27 18:02:42,user_100,34,318,5386,fantastic experience microsoft! hate,fantastic experience microsoft ! hate,fantastic experience microsoft hate,37,36,35,4
tweet_1295,top notch ChatGPT! thoughts?,positive,ChatGPT,2025-08-17 00:16:04,user_70,99,48,3420,top notch chatgpt! thoughts?,top notch chatgpt ! thoughts ?,top notch chatgpt thought,28,28,25,4
tweet_1296,Tesla Model 3 is a frustrating experience RT @user:,negative,Tesla Model 3,2025-08-05 10:06:17,user_254,17,43,5759,tesla model 3 is a frustrating experience,tesla model 3 frustrating experience,tesla model frustrating experience,51,41,34,4
tweet_1297,iPhone 15 is a frustrating experience 👎,negative,iPhone 15,2025-08-28 11:24:21,user_2,27,450,1991,iphone 15 is a frustrating experience,iphone 15 frustrating experience,iphone frustrating experience,39,37,29,3
tweet_1298,incredible quality Amazon! #trending,positive,Amazon,2025-08-13 02:56:24,user_337,38,256,855,incredible quality amazon! trending,incredible quality amazon ! trending,incredible quality amazon trending,36,35,34,4
tweet_1299,Olympics 2024 is standard quality 😢,neutral,Olympics 2024,2025-08-04 02:56:00,user_225,13,277,8937,olympics 2024 is standard quality,olympics 2024 standard quality,olympics standard quality,35,33,25,3
tweet_1300,Tesla Model 3 is as expected 👍,neutral,Tesla Model 3,2025-08-12 02:40:36,user_331,93,250,5772,tesla model 3 is as expected,tesla model 3 expected,tesla model expected,30,28,20,3
tweet_1301,top notch Microsoft! via @user,positive,Microsoft,2025-08-24 18:33:19,user_282,58,331,9909,top notch microsoft! via,top notch microsoft !,top notch microsoft,30,24,19,3
tweet_1302,Google is standard quality agree?,neutral,Google,2025-08-31 03:31:49,user_330,89,74,997,google is standard quality agree?,google standard quality agree ?,google standard quality agree,33,33,29,4
tweet_1303,Olympics 2024 is a poor service #fail,negative,Olympics 2024,2025-08-03 05:23:12,user_279,43,297,802,olympics 2024 is a poor service fail,olympics 2024 poor service fail,olympics poor service fail,37,36,26,4
tweet_1304,exceeded expectations Climate Change! 💯,positive,Climate Change,2025-08-18 01:40:58,user_366,97,76,168,exceeded expectations climate change!,exceeded expectations climate change !,exceeded expectation climate change,39,37,35,4
tweet_1305,excellent service Amazon! #hate,positive,Amazon,2025-08-23 13:07:12,user_226,34,296,3557,excellent service amazon! hate,excellent service amazon ! hate,excellent service amazon hate,31,30,29,4
tweet_1306,best ever ChatGPT! RT @user:,positive,ChatGPT,2025-08-09 05:49:11,user_390,15,150,9389,best ever chatgpt!,best ever chatgpt !,best ever chatgpt,28,18,17,3
tweet_1307,Netflix is a regret buying 😢,negative,Netflix,2025-08-12 21:45:32,user_79,75,263,2932,netflix is a regret buying,netflix regret buying,netflix regret buying,28,26,21,3
tweet_1308,brilliant iPhone 15! #love,positive,iPhone 15,2025-08-05 16:38:33,user_13,3,365,759,brilliant iphone 15! love,brilliant iphone 15 ! love,brilliant iphone love,26,25,21,3
tweet_1309,Apple is moderate RT @user:,neutral,Apple,2025-08-13 11:09:50,user_86,91,282,6507,apple is moderate,apple moderate,apple moderate,27,17,14,2
tweet_1310,totally worth it Olympics 2024! #fail...,positive,Olympics 2024,2025-08-02 10:47:02,user_243,34,201,5178,totally worth it olympics 2024! fail...,totally worth olympics 2024 ! fail ...,totally worth olympics fail,40,39,27,4
tweet_1311,Tesla Model 3 is a terrible quality #hate,negative,Tesla Model 3,2025-08-22 23:21:25,user_14,62,100,4981,tesla model 3 is a terrible quality hate,tesla model 3 terrible quality hate,tesla model terrible quality hate,41,40,33,5
tweet_1312,Apple is decent enough ,neutral,Apple,2025-08-20 05:30:10,user_454,38,146,7728,apple is decent enough,apple decent enough,apple decent enough,23,22,19,3
tweet_1313,highly recommend iPhone 15! check this out!,positive,iPhone 15,2025-08-19 11:57:05,user_7,74,67,4912,highly recommend iphone 15! check this out!,highly recommend iphone 15 ! check !,highly recommend iphone check,43,43,29,4
tweet_1314,ChatGPT is moderate 💯,neutral,ChatGPT,2025-08-29 19:54:00,user_207,27,147,2876,chatgpt is moderate,chatgpt moderate,chatgpt moderate,21,19,16,2
tweet_1315,blown away Google! 💯,positive,Google,2025-08-11 08:56:49,user_181,39,343,4805,blown away google!,blown away google !,blown away google,20,18,17,3
tweet_1316,Google is as expected 😢,neutral,Google,2025-08-03 08:07:49,user_472,19,261,6722,google is as expected,google expected,google expected,23,21,15,2
tweet_1317,Climate Change is a poor service ,negative,Climate Change,2025-08-29 03:00:50,user_256,82,169,8884,climate change is a poor service,climate change poor service,climate change poor service,33,32,27,4
tweet_1318,Olympics 2024 is moderate lol,neutral,Olympics 2024,2025-08-30 10:47:50,user_329,84,432,7719,olympics 2024 is moderate lol,olympics 2024 moderate lol,olympics moderate lol,29,29,21,3
tweet_1319,top notch ChatGPT! 👎,positive,ChatGPT,2025-08-29 22:42:20,user_128,33,103,9831,top notch chatgpt!,top notch chatgpt !,top notch chatgpt,20,18,17,3
tweet_1320,Netflix is fair price #fail,neutral,Netflix,2025-08-12 22:24:46,user_38,55,69,3399,netflix is fair price fail,netflix fair price fail,netflix fair price fail,27,26,23,4
tweet_1321,Apple is typical #trending,neutral,Apple,2025-08-22 05:52:38,user_368,38,468,3426,apple is typical trending,apple typical trending,apple typical trending,26,25,22,3
tweet_1322,Microsoft is it's okay 🔥,neutral,Microsoft,2025-08-26 21:50:19,user_286,78,301,7039,microsoft is it is okay,microsoft okay,microsoft okay,24,23,14,2
tweet_1323,brilliant iPhone 15! #amazing,positive,iPhone 15,2025-08-07 20:23:50,user_82,90,7,1970,brilliant iphone 15! amazing,brilliant iphone 15 ! amazing,brilliant iphone amazing,29,28,24,3
tweet_1324,amazing product Tesla Model 3! thoughts?,positive,Tesla Model 3,2025-08-11 01:51:56,user_5,5,486,5480,amazing product tesla model 3! thoughts?,amazing product tesla model 3 ! thoughts ?,amazing product tesla model thought,40,40,35,5
tweet_1325,blown away Microsoft! thoughts?!!!,positive,Microsoft,2025-08-24 05:42:03,user_349,57,318,398,blown away microsoft! thoughts?!!!,blown away microsoft ! thoughts ? ! ! !,blown away microsoft thought,34,34,28,4
tweet_1326,iPhone 15 is a broken 👎,negative,iPhone 15,2025-08-10 20:57:05,user_114,70,146,3298,iphone 15 is a broken,iphone 15 broken,iphone broken,23,21,13,2
tweet_1327,top notch Tesla Model 3! RT @user:,positive,Tesla Model 3,2025-08-02 05:07:36,user_295,87,481,1870,top notch tesla model 3!,top notch tesla model 3 !,top notch tesla model,34,24,21,4
tweet_1328,blown away Tesla Model 3! #amazing,positive,Tesla Model 3,2025-08-14 18:06:29,user_266,43,366,7299,blown away tesla model 3! amazing,blown away tesla model 3 ! amazing,blown away tesla model amazing,34,33,30,5
tweet_1329,Climate Change is a total disappointment 😍,negative,Climate Change,2025-08-25 08:38:03,user_396,15,401,6874,climate change is a total disappointment,climate change total disappointment,climate change total disappointment,42,40,35,4
tweet_1330,Climate Change is mixed feelings 👍,neutral,Climate Change,2025-08-14 02:43:22,user_120,94,158,3590,climate change is mixed feelings,climate change mixed feelings,climate change mixed feeling,34,32,28,4
tweet_1331,love this iPhone 15! #love,positive,iPhone 15,2025-08-03 03:09:13,user_323,44,267,399,love this iphone 15! love,love iphone 15 ! love,love iphone love,26,25,16,3
tweet_1332,Google is reasonable option RT @user:,neutral,Google,2025-08-11 18:25:42,user_232,53,420,9712,google is reasonable option,google reasonable option,google reasonable option,37,27,24,3
tweet_1333,Olympics 2024 is a complete failure 💯,negative,Olympics 2024,2025-08-17 20:24:26,user_84,68,426,8445,olympics 2024 is a complete failure,olympics 2024 complete failure,olympics complete failure,37,35,25,3
tweet_1334,Climate Change is a waste of money check this out!,negative,Climate Change,2025-08-09 19:55:19,user_254,41,498,3412,climate change is a waste of money check this out!,climate change waste money check !,climate change waste money check,50,50,32,5
tweet_1335,outstanding Amazon! RT @user:,positive,Amazon,2025-08-17 18:20:36,user_214,25,56,2222,outstanding amazon!,outstanding amazon !,outstanding amazon,29,19,18,2
tweet_1336,love this Apple! 👎,positive,Apple,2025-08-26 15:26:18,user_478,85,427,3802,love this apple!,love apple !,love apple,18,16,10,2
tweet_1337,Microsoft is as expected omg,neutral,Microsoft,2025-08-26 06:23:50,user_137,43,38,1713,microsoft is as expected omg,microsoft expected omg,microsoft expected omg,28,28,22,3
tweet_1338,love this iPhone 15! #amazing,positive,iPhone 15,2025-08-19 16:30:57,user_64,27,78,5397,love this iphone 15! amazing,love iphone 15 ! amazing,love iphone amazing,29,28,19,3
tweet_1339,Netflix is standard quality #hashtag,neutral,Netflix,2025-08-26 07:16:33,user_305,42,315,4224,netflix is standard quality hashtag,netflix standard quality hashtag,netflix standard quality hashtag,36,35,32,4
tweet_1340,amazing product iPhone 15! @mention,positive,iPhone 15,2025-08-08 10:10:48,user_174,90,289,681,amazing product iphone 15!,amazing product iphone 15 !,amazing product iphone,35,26,22,3
tweet_1341,blown away Climate Change! #love,positive,Climate Change,2025-08-02 15:40:41,user_224,81,54,1531,blown away climate change! love,blown away climate change ! love,blown away climate change love,32,31,30,5
tweet_1342,Climate Change is a regret buying 😢,negative,Climate Change,2025-08-20 07:18:23,user_360,24,21,744,climate change is a regret buying,climate change regret buying,climate change regret buying,35,33,28,4
tweet_1343,Apple is a frustrating experience omg,negative,Apple,2025-08-12 15:02:16,user_464,42,429,201,apple is a frustrating experience omg,apple frustrating experience omg,apple frustrating experience omg,37,37,32,4
tweet_1344,Microsoft is standard quality via @user,neutral,Microsoft,2025-08-16 23:23:29,user_401,91,239,3852,microsoft is standard quality via,microsoft standard quality,microsoft standard quality,39,33,26,3
tweet_1345,exceeded expectations Netflix! #hate,positive,Netflix,2025-08-11 13:49:27,user_90,92,495,628,exceeded expectations netflix! hate,exceeded expectations netflix ! hate,exceeded expectation netflix hate,36,35,33,4
tweet_1346,totally worth it Apple! #trending,positive,Apple,2025-08-14 14:33:33,user_347,41,325,3181,totally worth it apple! trending,totally worth apple ! trending,totally worth apple trending,33,32,28,4
tweet_1347,highly recommend Olympics 2024! RT @user:,positive,Olympics 2024,2025-08-17 11:44:44,user_33,86,336,5784,highly recommend olympics 2024!,highly recommend olympics 2024 !,highly recommend olympics,41,31,25,3
tweet_1348,Google is a regret buying #hashtag,negative,Google,2025-08-22 05:27:26,user_30,76,245,5097,google is a regret buying hashtag,google regret buying hashtag,google regret buying hashtag,34,33,28,4
tweet_1349,Amazon is decent enough lol,neutral,Amazon,2025-08-27 21:28:23,user_14,75,364,9157,amazon is decent enough lol,amazon decent enough lol,amazon decent enough lol,27,27,24,4
tweet_1350,Amazon is a regret buying #amazing,negative,Amazon,2025-08-31 00:22:42,user_127,91,208,7659,amazon is a regret buying amazing,amazon regret buying amazing,amazon regret buying amazing,34,33,28,4
tweet_1351,incredible quality Netflix! #fail,positive,Netflix,2025-08-24 10:06:06,user_257,1,268,761,incredible quality netflix! fail,incredible quality netflix ! fail,incredible quality netflix fail,33,32,31,4
